Unnamed: 0,tags,value,series_id
3351,indexFundReturnDailyStdevAfterExpense,0.81000000,S000071770
3352,isNonDiversifiedCompany,N,S000071770
3353,isForeignSubsidiary,N,S000071770
3354,isFundSecuritiesLending,Y,S000071770
3355,didFundLendSecurities,Y,S000071770
3356,isFundLiquidated,N,S000071770
3357,isFundAdverselyImpacted,N,S000071770
3358,securitiesAgentName,"BlackRock Institutional Trust Company, National Association",S000071770
3359,securitiesAgentLei,549300RK1FB0VMTPD087,S000071770
3360,isSecuritiesAgentAffiliated,Y,S000071770
3361,isSecurityAgentIdemnity,Y,S000071770
3362,idemnityProviderName,"BlackRock, Inc.",S000071770
3363,idemnityProviderLei,549300LRIF3NWCU26A80,S000071770
3364,didIndemnificationRights,N,S000071770
3365,collateralManagerName,BlackRock Fund Advisors,S000071770
3366,collateralManagerLei,549300YOOGP0Y1M95C20,S000071770
3367,isCollateralManagerAffliliated,Y,S000071770
3368,isCollateralManagerAffliliatedWithFund,Y,S000071770
3369,paymentToAgentManagerType,Cash collateral reinvestment fee,S000071770
3370,paymentToAgentManagerType,Other,S000071770
3371,paymentToAgentManagerType,Revenue sharing split,S000071770
3372,otherFeeDesc,Rebates paid to borrowers,S000071770
3373,avgPortfolioSecuritiesValue,107971111.39000000,S000071770
3374,netIncomeSecuritiesLending,383202.00000000,S000071770
3375,relyOnRuleType,Rule 18f-4(c)(4) (17CFR 270.18f-4(c)(4)),S000071770
3376,relyOnRuleType,Rule 18f-4(f)(17 CFR 270.18f-4(f)),S000071770
3377,relyOnRuleType,Rule 6c-11 (17 CFR 270.6c-11),S000071770
3378,relyOnRuleType,Rule 12d1-1 (17 CFR 270.12d1-1),S000071770
3379,relyOnRuleType,Rule 32a-4 (17 CFR 270.32a-4),S000071770
3380,relyOnRuleType,Rule 12d1-4 (17 CFR 270.12d1-4),S000071770
3381,relyOnRuleType,Rule 17a-7 (17 CFR 270.17a-7),S000071770
3382,relyOnRuleType,Rule 18f-4 (17 CFR 270.18f-4),S000071770
3383,isExpenseLimitationInPlace,N,S000071770
3384,isExpenseReducedOrWaived,N,S000071770
3385,isFeesWaivedRecoupable,N,S000071770
3386,isExpenseWaivedRecoupable,N,S000071770
3387,investmentAdviserName,BlackRock Fund Advisors,S000071770
3388,investmentAdviserFileNo,801-22609,S000071770
3389,investmentAdviserCrdNo,000105247,S000071770
3390,investmentAdviserLei,549300YOOGP0Y1M95C20,S000071770
3391,investmentAdviserState,US-CA,S000071770
3392,investmentAdviserCountry,US,S000071770
3393,isInvestmentAdviserHired,N,S000071770
3394,transferAgentName,State Street Bank and Trust Company,S000071770
3395,transferAgentFileNo,85-05003,S000071770
3396,transferAgentLei,571474TGEMMWANRLN572,S000071770
3397,transferAgentState,US-MA,S000071770
3398,transferAgentCountry,US,S000071770
3399,isTransferAgentAffiliated,N,S000071770
3400,isTransferAgentSubAgent,N,S000071770
3401,isTransferAgentHiredOrTerminated,N,S000071770
3402,pricingServiceName,IHS Markit Ltd.,S000071770
3403,pricingServiceLei,549300HLPTRASHS0E726,S000071770
3404,pricingServiceCountry,GB,S000071770
3405,isPricingServiceAffiliated,N,S000071770
3406,pricingServiceName,"ICE Data Services, Inc.",S000071770
3407,pricingServiceLei,13-3668779,S000071770
3408,pricingServiceIdNumberDesc,Tax ID,S000071770
3409,pricingServiceState,US-NY,S000071770
3410,pricingServiceCountry,US,S000071770
3411,isPricingServiceAffiliated,N,S000071770
3412,pricingServiceName,Refinitiv US Holdings Inc.,S000071770
3413,pricingServiceLei,549300NF240HXJO7N016,S000071770
3414,pricingServiceState,US-CT,S000071770
3415,pricingServiceCountry,US,S000071770
3416,isPricingServiceAffiliated,N,S000071770
3417,pricingServiceName,Bloomberg L.P.,S000071770
3418,pricingServiceLei,549300B56MD0ZC402L06,S000071770
3419,pricingServiceState,US-NY,S000071770
3420,pricingServiceCountry,US,S000071770
3421,isPricingServiceAffiliated,N,S000071770
3422,isPricingServiceHiredOrTerminated,N,S000071770
3423,custodianName,"Wells Fargo Securities, LLC",S000071770
3424,custodianLei,VYVVCKR63DVZZN70PB21,S000071770
3425,custodianState,US-NC,S000071770
3426,custodianCountry,US,S000071770
3427,isCustodianAffiliated,N,S000071770
3428,isSubCustodian,Y,S000071770
3429,custodyType,Futures commission merchants and commodity clearing organizations - rule 17f-6 (17 CFR 270.17f-6),S000071770
3430,custodianName,State Street Bank and Trust Company,S000071770
3431,custodianLei,571474TGEMMWANRLN572,S000071770
3432,custodianState,US-MA,S000071770
3433,custodianCountry,US,S000071770
3434,isCustodianAffiliated,N,S000071770
3435,isSubCustodian,N,S000071770
3436,custodyType,Bank - section 17(f)(1) (15 U.S.C. 80a-17(f)(1)),S000071770
3437,isCustodianHiredOrTerminated,N,S000071770
3438,isShareholderServiceHiredTerminated,N,S000071770
3439,adminName,State Street Bank and Trust Company,S000071770
3440,adminLei,571474TGEMMWANRLN572,S000071770
3441,adminState,US-MA,S000071770
3442,adminCountry,US,S000071770
3443,isAdminAffiliated,N,S000071770
3444,isAdminSubAdmin,N,S000071770
3445,isAdminHiredOrTerminated,N,S000071770
3446,brokerDealerName,"BlackRock Investments, LLC",S000071770
3447,brokerDealerFileNo,8-48436,S000071770
3448,brokerDealerCrdNo,000038642,S000071770
3449,brokerDealerLei,54930061FBHCKXL2G714,S000071770
3450,brokerDealerState,US-NY,S000071770
3451,brokerDealerCountry,US,S000071770
3452,brokerDealerCommission,0.00000000,S000071770
3453,brokerDealerName,BlackRock Execution Services,S000071770
3454,brokerDealerFileNo,8-48719,S000071770
3455,brokerDealerCrdNo,000039438,S000071770
3456,brokerDealerLei,549300HFCRQ0NT5KY652,S000071770
3457,brokerDealerState,US-NY,S000071770
3458,brokerDealerCountry,US,S000071770
3459,brokerDealerCommission,0.00000000,S000071770
3460,aggregateCommission,0.00000000,S000071770
3461,principalName,Citigroup Global Markets Inc.,S000071770
3462,principalFileNo,8-8177,S000071770
3463,principalCrdNo,000007059,S000071770
3464,principalLei,MBNUM2BPBDO7JBLYG310,S000071770
3465,principalState,US-NY,S000071770
3466,principalCountry,US,S000071770
3467,principalTotalPurchaseSale,21636633.65000000,S000071770
3468,principalName,Pershing LLC,S000071770
3469,principalFileNo,8-17574,S000071770
3470,principalCrdNo,000007560,S000071770
3471,principalLei,ZI8Q1A8EI8LQFJNM0D94,S000071770
3472,principalState,US-NJ,S000071770
3473,principalCountry,US,S000071770
3474,principalTotalPurchaseSale,13656695.68000000,S000071770
3475,principalName,Goldman Sachs & Co. LLC,S000071770
3476,principalFileNo,8-129,S000071770
3477,principalCrdNo,000000361,S000071770
3478,principalLei,FOR8UP27PHTHYVLBNG30,S000071770
3479,principalState,US-NY,S000071770
3480,principalCountry,US,S000071770
3481,principalTotalPurchaseSale,23473416.93000000,S000071770
3482,principalName,Morgan Stanley & Co. LLC,S000071770
3483,principalFileNo,8-15869,S000071770
3484,principalCrdNo,000008209,S000071770
3485,principalLei,9R7GPTSO7KV3UQJZQ078,S000071770
3486,principalState,US-NY,S000071770
3487,principalCountry,US,S000071770
3488,principalTotalPurchaseSale,35407816.57000000,S000071770
3489,principalName,J.P. Morgan Securities LLC,S000071770
3490,principalFileNo,8-35008,S000071770
3491,principalCrdNo,000000079,S000071770
3492,principalLei,ZBUT11V806EZRVTWT807,S000071770
3493,principalState,US-NY,S000071770
3494,principalCountry,US,S000071770
3495,principalTotalPurchaseSale,22395002.80000000,S000071770
3496,principalName,National Securities Clearing Corporation,S000071770
3497,principalFileNo,8-164,S000071770
3498,principalCrdNo,000007569,S000071770
3499,principalLei,549300RYC9NELN2ICA34,S000071770
3500,principalState,US-NY,S000071770
3501,principalCountry,US,S000071770
3502,principalTotalPurchaseSale,1698937137.94000000,S000071770
3503,principalName,BlackRock Funds III - BlackRock Cash Funds: Treasury,S000071770
3504,principalFileNo,,S000071770
3505,principalCrdNo,,S000071770
3506,principalLei,5493005PQV5UQG4OSI49,S000071770
3507,principalState,US-DE,S000071770
3508,principalCountry,US,S000071770
3509,principalTotalPurchaseSale,222607000.00000000,S000071770
3510,principalName,Barclays Capital Inc.,S000071770
3511,principalFileNo,8-41342,S000071770
3512,principalCrdNo,000019714,S000071770
3513,principalLei,AC28XWWI3WIBK2824319,S000071770
3514,principalState,US-NY,S000071770
3515,principalCountry,US,S000071770
3516,principalTotalPurchaseSale,13027562.76000000,S000071770
3517,principalName,"Wells Fargo Securities, LLC",S000071770
3518,principalFileNo,8-65876,S000071770
3519,principalCrdNo,000126292,S000071770
3520,principalLei,VYVVCKR63DVZZN70PB21,S000071770
3521,principalState,US-NC,S000071770
3522,principalCountry,US,S000071770
3523,principalTotalPurchaseSale,6957736.10000000,S000071770
3524,principalName,"BofA Securities, Inc.",S000071770
3525,principalFileNo,8-69787,S000071770
3526,principalCrdNo,000283942,S000071770
3527,principalLei,549300HN4UKV1E2R3U73,S000071770
3528,principalState,US-NY,S000071770
3529,principalCountry,US,S000071770
3530,principalTotalPurchaseSale,42384058.25000000,S000071770
3531,principalAggregatePurchase,2167852775.24000000,S000071770
3532,isBrokerageResearchPayment,N,S000071770
3533,mnthlyAvgNetAssets,1488510991.58769230,S000071770
3534,hasLineOfCredit,N,S000071770
3535,isInterfundLending,N,S000071770
3536,isInterfundBorrowing,N,S000071770
3537,mgmtInvFundName,iShares High Yield Bond Factor ETF,S000071770
3538,mgmtInvSeriesId,S000057341,S000071770
3539,mgmtInvLei,54930005IQ49IXN46616,S000071770
3540,isFirstFilingByFund,N,S000071770
3541,numAuthorizedClass,0,S000071770
3542,numAddedClass,0,S000071770
3543,numTerminatedClass,0,S000071770
3544,sharesOutstandingClassName,iShares High Yield Bond Factor ETF,S000071770
3545,sharesOutstandingClassId,C000182992,S000071770
3546,sharesOutstandingTickerSymbol,HYDB,S000071770
3547,fundType,Exchange-Traded Fund,S000071770
3548,fundType,Index Fund,S000071770
3549,isIndexFundAffiliated,Y,S000071770
3550,isIndexFundExclusive,N,S000071770
3551,indexFundReturnDiffBeforeExpense,-0.23000000,S000071770
3552,indexFundReturnDiffAfterExpense,-0.58000000,S000071770
3553,indexFundReturnDailyStdevBeforeExpense,0.21000000,S000071770
3554,indexFundReturnDailyStdevAfterExpense,0.21000000,S000071770
3555,isNonDiversifiedCompany,N,S000071770
3556,isForeignSubsidiary,N,S000071770
3557,isFundSecuritiesLending,Y,S000071770
3558,didFundLendSecurities,Y,S000071770
3559,isFundLiquidated,N,S000071770
3560,isFundAdverselyImpacted,N,S000071770
3561,securitiesAgentName,"BlackRock Institutional Trust Company, National Association",S000071770
3562,securitiesAgentLei,549300RK1FB0VMTPD087,S000071770
3563,isSecuritiesAgentAffiliated,Y,S000071770
3564,isSecurityAgentIdemnity,Y,S000071770
3565,idemnityProviderName,"BlackRock, Inc.",S000071770
3566,idemnityProviderLei,549300LRIF3NWCU26A80,S000071770
3567,didIndemnificationRights,N,S000071770
3568,collateralManagerName,BlackRock Fund Advisors,S000071770
3569,collateralManagerLei,549300YOOGP0Y1M95C20,S000071770
3570,isCollateralManagerAffliliated,Y,S000071770
3571,isCollateralManagerAffliliatedWithFund,Y,S000071770
3572,paymentToAgentManagerType,Other,S000071770
3573,paymentToAgentManagerType,Cash collateral reinvestment fee,S000071770
3574,paymentToAgentManagerType,Revenue sharing split,S000071770
3575,otherFeeDesc,Rebates paid to borrowers,S000071770
3576,avgPortfolioSecuritiesValue,20323649.25000000,S000071770
3577,netIncomeSecuritiesLending,176901.00000000,S000071770
3578,relyOnRuleType,Rule 17a-6 (17 CFR 270.17a-6),S000071770
3579,relyOnRuleType,Rule 12d1-4 (17 CFR 270.12d1-4),S000071770
3580,relyOnRuleType,Rule 18f-4 (17 CFR 270.18f-4),S000071770
3581,relyOnRuleType,Rule 32a-4 (17 CFR 270.32a-4),S000071770
3582,relyOnRuleType,Rule 6c-11 (17 CFR 270.6c-11),S000071770
3583,relyOnRuleType,Rule 18f-4(f)(17 CFR 270.18f-4(f)),S000071770
3584,relyOnRuleType,Rule 17a-7 (17 CFR 270.17a-7),S000071770
3585,relyOnRuleType,Rule 12d1-1 (17 CFR 270.12d1-1),S000071770
3586,isExpenseLimitationInPlace,N,S000071770
3587,isExpenseReducedOrWaived,N,S000071770
3588,isFeesWaivedRecoupable,N,S000071770
3589,isExpenseWaivedRecoupable,N,S000071770
3590,investmentAdviserName,BlackRock Fund Advisors,S000071770
3591,investmentAdviserFileNo,801-22609,S000071770
3592,investmentAdviserCrdNo,000105247,S000071770
3593,investmentAdviserLei,549300YOOGP0Y1M95C20,S000071770
3594,investmentAdviserState,US-CA,S000071770
3595,investmentAdviserCountry,US,S000071770
3596,isInvestmentAdviserHired,N,S000071770
3597,transferAgentName,State Street Bank and Trust Company,S000071770
3598,transferAgentFileNo,85-05003,S000071770
3599,transferAgentLei,571474TGEMMWANRLN572,S000071770
3600,transferAgentState,US-MA,S000071770
3601,transferAgentCountry,US,S000071770
3602,isTransferAgentAffiliated,N,S000071770
3603,isTransferAgentSubAgent,N,S000071770
3604,isTransferAgentHiredOrTerminated,N,S000071770
3605,pricingServiceName,IHS Markit Ltd.,S000071770
3606,pricingServiceLei,549300HLPTRASHS0E726,S000071770
3607,pricingServiceCountry,GB,S000071770
3608,isPricingServiceAffiliated,N,S000071770
3609,pricingServiceName,"ICE Data Services, Inc.",S000071770
3610,pricingServiceLei,13-3668779,S000071770
3611,pricingServiceIdNumberDesc,Tax ID,S000071770
3612,pricingServiceState,US-NY,S000071770
3613,pricingServiceCountry,US,S000071770
3614,isPricingServiceAffiliated,N,S000071770
3615,pricingServiceName,Refinitiv US Holdings Inc.,S000071770
3616,pricingServiceLei,549300NF240HXJO7N016,S000071770
3617,pricingServiceState,US-CT,S000071770
3618,pricingServiceCountry,US,S000071770
3619,isPricingServiceAffiliated,N,S000071770
3620,pricingServiceName,Bloomberg L.P.,S000071770
3621,pricingServiceLei,549300B56MD0ZC402L06,S000071770
3622,pricingServiceState,US-NY,S000071770
3623,pricingServiceCountry,US,S000071770
3624,isPricingServiceAffiliated,N,S000071770
3625,isPricingServiceHiredOrTerminated,N,S000071770
3626,custodianName,State Street Bank and Trust Company,S000071770
3627,custodianLei,571474TGEMMWANRLN572,S000071770
3628,custodianState,US-MA,S000071770
3629,custodianCountry,US,S000071770
3630,isCustodianAffiliated,N,S000071770
3631,isSubCustodian,N,S000071770
3632,custodyType,Bank - section 17(f)(1) (15 U.S.C. 80a-17(f)(1)),S000071770
3633,custodianName,"BofA Securities, Inc.",S000071770
3634,custodianLei,549300HN4UKV1E2R3U73,S000071770
3635,custodianState,US-NY,S000071770
3636,custodianCountry,US,S000071770
3637,isCustodianAffiliated,N,S000071770
3638,isSubCustodian,Y,S000071770
3639,custodyType,Futures commission merchants and commodity clearing organizations - rule 17f-6 (17 CFR 270.17f-6),S000071770
3640,custodianName,Euroclear Bank,S000071770
3641,custodianLei,549300OZ46BRLZ8Y6F65,S000071770
3642,custodianCountry,BE,S000071770
3643,isCustodianAffiliated,N,S000071770
3644,isSubCustodian,Y,S000071770
3645,custodyType,Foreign securities depository - rule 17f-7 (17 CFR 270.17f-7),S000071770
3646,isCustodianHiredOrTerminated,N,S000071770
3647,isShareholderServiceHiredTerminated,N,S000071770
3648,adminName,State Street Bank and Trust Company,S000071770
3649,adminLei,571474TGEMMWANRLN572,S000071770
3650,adminState,US-MA,S000071770
3651,adminCountry,US,S000071770
3652,isAdminAffiliated,N,S000071770
3653,isAdminSubAdmin,N,S000071770
3654,isAdminHiredOrTerminated,N,S000071770
3655,brokerDealerName,"BlackRock Investments, LLC",S000071770
3656,brokerDealerFileNo,8-48436,S000071770
3657,brokerDealerCrdNo,000038642,S000071770
3658,brokerDealerLei,54930061FBHCKXL2G714,S000071770
3659,brokerDealerState,US-NY,S000071770
3660,brokerDealerCountry,US,S000071770
3661,brokerDealerCommission,0.00000000,S000071770
3662,brokerDealerName,BlackRock Execution Services,S000071770
3663,brokerDealerFileNo,8-48719,S000071770
3664,brokerDealerCrdNo,000039438,S000071770
3665,brokerDealerLei,549300HFCRQ0NT5KY652,S000071770
3666,brokerDealerState,US-NY,S000071770
3667,brokerDealerCountry,US,S000071770
3668,brokerDealerCommission,0.00000000,S000071770
3669,aggregateCommission,0.00000000,S000071770
3670,principalName,Citigroup Global Markets Inc.,S000071770
3671,principalFileNo,8-8177,S000071770
3672,principalCrdNo,000007059,S000071770
3673,principalLei,MBNUM2BPBDO7JBLYG310,S000071770
3674,principalState,US-NY,S000071770
3675,principalCountry,US,S000071770
3676,principalTotalPurchaseSale,9118806.36000000,S000071770
3677,principalName,Morgan Stanley & Co. LLC,S000071770
3678,principalFileNo,8-15869,S000071770
3679,principalCrdNo,000008209,S000071770
3680,principalLei,9R7GPTSO7KV3UQJZQ078,S000071770
3681,principalState,US-NY,S000071770
3682,principalCountry,US,S000071770
3683,principalTotalPurchaseSale,17979955.33000000,S000071770
3684,principalName,Barclays Capital Inc.,S000071770
3685,principalFileNo,8-41342,S000071770
3686,principalCrdNo,000019714,S000071770
3687,principalLei,AC28XWWI3WIBK2824319,S000071770
3688,principalState,US-NY,S000071770
3689,principalCountry,US,S000071770
3690,principalTotalPurchaseSale,9553336.87000000,S000071770
3691,principalName,Pershing LLC,S000071770
3692,principalFileNo,8-17574,S000071770
3693,principalCrdNo,000007560,S000071770
3694,principalLei,ZI8Q1A8EI8LQFJNM0D94,S000071770
3695,principalState,US-NJ,S000071770
3696,principalCountry,US,S000071770
3697,principalTotalPurchaseSale,8673367.00000000,S000071770
3698,principalName,Goldman Sachs & Co. LLC,S000071770
3699,principalFileNo,8-129,S000071770
3700,principalCrdNo,000000361,S000071770
3701,principalLei,FOR8UP27PHTHYVLBNG30,S000071770
3702,principalState,US-NY,S000071770
3703,principalCountry,US,S000071770
3704,principalTotalPurchaseSale,14868258.55000000,S000071770
3705,principalName,BlackRock Funds III - BlackRock Cash Funds: Treasury,S000071770
3706,principalFileNo,,S000071770
3707,principalCrdNo,,S000071770
3708,principalLei,5493005PQV5UQG4OSI49,S000071770
3709,principalState,US-DE,S000071770
3710,principalCountry,US,S000071770
3711,principalTotalPurchaseSale,57770000.00000000,S000071770
3712,principalName,"BofA Securities, Inc.",S000071770
3713,principalFileNo,8-69787,S000071770
3714,principalCrdNo,000283942,S000071770
3715,principalLei,549300HN4UKV1E2R3U73,S000071770
3716,principalState,US-NY,S000071770
3717,principalCountry,US,S000071770
3718,principalTotalPurchaseSale,9472795.98000000,S000071770
3719,principalName,"Jane Street Capital, LLC",S000071770
3720,principalFileNo,8-52275,S000071770
3721,principalCrdNo,000103782,S000071770
3722,principalLei,549300ZM16HMPEPNV857,S000071770
3723,principalState,US-NY,S000071770
3724,principalCountry,US,S000071770
3725,principalTotalPurchaseSale,59021570.45000000,S000071770
3726,principalName,Jefferies LLC,S000071770
3727,principalFileNo,8-15074,S000071770
3728,principalCrdNo,000002347,S000071770
3729,principalLei,58PU97L1C0WSRCWADL48,S000071770
3730,principalState,US-NY,S000071770
3731,principalCountry,US,S000071770
3732,principalTotalPurchaseSale,27958588.47000000,S000071770
3733,principalName,J.P. Morgan Securities LLC,S000071770
3734,principalFileNo,8-35008,S000071770
3735,principalCrdNo,000000079,S000071770
3736,principalLei,ZBUT11V806EZRVTWT807,S000071770
3737,principalState,US-NY,S000071770
3738,principalCountry,US,S000071770
3739,principalTotalPurchaseSale,38337053.62000000,S000071770
3740,principalAggregatePurchase,286878793.35000000,S000071770
3741,isBrokerageResearchPayment,N,S000071770
3742,mnthlyAvgNetAssets,127415368.10692307,S000071770
3743,hasLineOfCredit,N,S000071770
3744,isInterfundLending,N,S000071770
3745,isInterfundBorrowing,N,S000071770
3746,mgmtInvFundName,iShares 3-7 Year Treasury Bond ETF,S000071770
3747,mgmtInvSeriesId,S000013695,S000071770
3748,mgmtInvLei,549300BUGBHWMFPSNL42,S000071770
3749,isFirstFilingByFund,N,S000071770
3750,numAuthorizedClass,0,S000071770
3751,numAddedClass,0,S000071770
3752,numTerminatedClass,0,S000071770
3753,sharesOutstandingClassName,iShares 3-7 Year Treasury Bond ETF,S000071770
3754,sharesOutstandingClassId,C000037537,S000071770
3755,sharesOutstandingTickerSymbol,IEI,S000071770
3756,fundType,Exchange-Traded Fund,S000071770
3757,fundType,Index Fund,S000071770
3758,isIndexFundAffiliated,N,S000071770
3759,isIndexFundExclusive,N,S000071770
3760,indexFundReturnDiffBeforeExpense,0.02000000,S000071770
3761,indexFundReturnDiffAfterExpense,-0.13000000,S000071770
3762,indexFundReturnDailyStdevBeforeExpense,0.25000000,S000071770
3763,indexFundReturnDailyStdevAfterExpense,0.25000000,S000071770
3764,isNonDiversifiedCompany,N,S000071770
3765,isForeignSubsidiary,N,S000071770
3766,isFundSecuritiesLending,Y,S000071770
3767,didFundLendSecurities,Y,S000071770
3768,isFundLiquidated,N,S000071770
3769,isFundAdverselyImpacted,N,S000071770
3770,securitiesAgentName,"BlackRock Institutional Trust Company, National Association",S000071770
3771,securitiesAgentLei,549300RK1FB0VMTPD087,S000071770
3772,isSecuritiesAgentAffiliated,Y,S000071770
3773,isSecurityAgentIdemnity,Y,S000071770
3774,idemnityProviderName,"BlackRock, Inc.",S000071770
3775,idemnityProviderLei,549300LRIF3NWCU26A80,S000071770
3776,didIndemnificationRights,N,S000071770
3777,collateralManagerName,BlackRock Fund Advisors,S000071770
3778,collateralManagerLei,549300YOOGP0Y1M95C20,S000071770
3779,isCollateralManagerAffliliated,Y,S000071770
3780,isCollateralManagerAffliliatedWithFund,Y,S000071770
3781,paymentToAgentManagerType,Other,S000071770
3782,paymentToAgentManagerType,Cash collateral reinvestment fee,S000071770
3783,paymentToAgentManagerType,Revenue sharing split,S000071770
3784,otherFeeDesc,Rebates paid to borrowers,S000071770
3785,avgPortfolioSecuritiesValue,6549544.81000000,S000071770
3786,netIncomeSecuritiesLending,21024.00000000,S000071770
3787,relyOnRuleType,Rule 6c-11 (17 CFR 270.6c-11),S000071770
3788,relyOnRuleType,Rule 18f-4(f)(17 CFR 270.18f-4(f)),S000071770
3789,relyOnRuleType,Rule 32a-4 (17 CFR 270.32a-4),S000071770
3790,relyOnRuleType,Rule 18f-4 (17 CFR 270.18f-4),S000071770
3791,relyOnRuleType,Rule 12d1-1 (17 CFR 270.12d1-1),S000071770
3792,relyOnRuleType,Rule 12d1-4 (17 CFR 270.12d1-4),S000071770
3793,relyOnRuleType,Rule 17a-7 (17 CFR 270.17a-7),S000071770
3794,relyOnRuleType,Rule 18f-4(c)(4) (17CFR 270.18f-4(c)(4)),S000071770
3795,isExpenseLimitationInPlace,N,S000071770
3796,isExpenseReducedOrWaived,N,S000071770
3797,isFeesWaivedRecoupable,N,S000071770
3798,isExpenseWaivedRecoupable,N,S000071770
3799,investmentAdviserName,BlackRock Fund Advisors,S000071770
3800,investmentAdviserFileNo,801-22609,S000071770
3801,investmentAdviserCrdNo,000105247,S000071770
3802,investmentAdviserLei,549300YOOGP0Y1M95C20,S000071770
3803,investmentAdviserState,US-CA,S000071770
3804,investmentAdviserCountry,US,S000071770
3805,isInvestmentAdviserHired,N,S000071770
3806,transferAgentName,State Street Bank and Trust Company,S000071770
3807,transferAgentFileNo,85-05003,S000071770
3808,transferAgentLei,571474TGEMMWANRLN572,S000071770
3809,transferAgentState,US-MA,S000071770
3810,transferAgentCountry,US,S000071770
3811,isTransferAgentAffiliated,N,S000071770
3812,isTransferAgentSubAgent,N,S000071770
3813,isTransferAgentHiredOrTerminated,N,S000071770
3814,pricingServiceName,IHS Markit Ltd.,S000071770
3815,pricingServiceLei,549300HLPTRASHS0E726,S000071770
3816,pricingServiceCountry,GB,S000071770
3817,isPricingServiceAffiliated,N,S000071770
3818,pricingServiceName,"ICE Data Services, Inc.",S000071770
3819,pricingServiceLei,13-3668779,S000071770
3820,pricingServiceIdNumberDesc,Tax ID,S000071770
3821,pricingServiceState,US-NY,S000071770
3822,pricingServiceCountry,US,S000071770
3823,isPricingServiceAffiliated,N,S000071770
3824,pricingServiceName,Refinitiv US Holdings Inc.,S000071770
3825,pricingServiceLei,549300NF240HXJO7N016,S000071770
3826,pricingServiceState,US-CT,S000071770
3827,pricingServiceCountry,US,S000071770
3828,isPricingServiceAffiliated,N,S000071770
3829,pricingServiceName,Bloomberg L.P.,S000071770
3830,pricingServiceLei,549300B56MD0ZC402L06,S000071770
3831,pricingServiceState,US-NY,S000071770
3832,pricingServiceCountry,US,S000071770
3833,isPricingServiceAffiliated,N,S000071770
3834,isPricingServiceHiredOrTerminated,N,S000071770
3835,custodianName,"SG Americas Securities, LLC",S000071770
3836,custodianLei,549300F35UE0BOM1WJ55,S000071770
3837,custodianState,US-NY,S000071770
3838,custodianCountry,US,S000071770
3839,isCustodianAffiliated,N,S000071770
3840,isSubCustodian,Y,S000071770
3841,custodyType,Futures commission merchants and commodity clearing organizations - rule 17f-6 (17 CFR 270.17f-6),S000071770
3842,custodianName,State Street Bank and Trust Company,S000071770
3843,custodianLei,571474TGEMMWANRLN572,S000071770
3844,custodianState,US-MA,S000071770
3845,custodianCountry,US,S000071770
3846,isCustodianAffiliated,N,S000071770
3847,isSubCustodian,N,S000071770
3848,custodyType,Bank - section 17(f)(1) (15 U.S.C. 80a-17(f)(1)),S000071770
3849,isCustodianHiredOrTerminated,N,S000071770
3850,isShareholderServiceHiredTerminated,N,S000071770
3851,adminName,State Street Bank and Trust Company,S000071770
3852,adminLei,571474TGEMMWANRLN572,S000071770
3853,adminState,US-MA,S000071770
3854,adminCountry,US,S000071770
3855,isAdminAffiliated,N,S000071770
3856,isAdminSubAdmin,N,S000071770
3857,isAdminHiredOrTerminated,N,S000071770
3858,brokerDealerName,"BlackRock Investments, LLC",S000071770
3859,brokerDealerFileNo,8-48436,S000071770
3860,brokerDealerCrdNo,000038642,S000071770
3861,brokerDealerLei,54930061FBHCKXL2G714,S000071770
3862,brokerDealerState,US-NY,S000071770
3863,brokerDealerCountry,US,S000071770
3864,brokerDealerCommission,0.00000000,S000071770
3865,brokerDealerName,BlackRock Execution Services,S000071770
3866,brokerDealerFileNo,8-48719,S000071770
3867,brokerDealerCrdNo,000039438,S000071770
3868,brokerDealerLei,549300HFCRQ0NT5KY652,S000071770
3869,brokerDealerState,US-NY,S000071770
3870,brokerDealerCountry,US,S000071770
3871,brokerDealerCommission,0.00000000,S000071770
3872,aggregateCommission,0.00000000,S000071770
3873,principalName,BlackRock Funds III - BlackRock Cash Funds: Treasury,S000071770
3874,principalFileNo,,S000071770
3875,principalCrdNo,,S000071770
3876,principalLei,5493005PQV5UQG4OSI49,S000071770
3877,principalState,US-DE,S000071770
3878,principalCountry,US,S000071770
3879,principalTotalPurchaseSale,1353420000.00000000,S000071770
3880,principalName,Morgan Stanley & Co. LLC,S000071770
3881,principalFileNo,8-15869,S000071770
3882,principalCrdNo,000008209,S000071770
3883,principalLei,9R7GPTSO7KV3UQJZQ078,S000071770
3884,principalState,US-NY,S000071770
3885,principalCountry,US,S000071770
3886,principalTotalPurchaseSale,1549066211.47000000,S000071770
3887,principalName,Citadel Securities LLC,S000071770
3888,principalFileNo,8-53574,S000071770
3889,principalCrdNo,000116797,S000071770
3890,principalLei,12UUJYTN7D3SW8KCSG25,S000071770
3891,principalState,US-IL,S000071770
3892,principalCountry,US,S000071770
3893,principalTotalPurchaseSale,416349492.92000000,S000071770
3894,principalName,Barclays Capital Inc.,S000071770
3895,principalFileNo,8-41342,S000071770
3896,principalCrdNo,000019714,S000071770
3897,principalLei,AC28XWWI3WIBK2824319,S000071770
3898,principalState,US-NY,S000071770
3899,principalCountry,US,S000071770
3900,principalTotalPurchaseSale,2817904875.17000000,S000071770
3901,principalName,Goldman Sachs & Co. LLC,S000071770
3902,principalFileNo,8-129,S000071770
